[20974.636363] GC: mov data/node block	gc_type=BG
[20974.636368] GC: segno[520] valid blocks[453]
[20974.645463] inode=7772, blkindex=2926 blkaddr=272896
[21220.398180] inode=7766, blkindex=1308 blkaddr=363555
[21220.398182] inode=7766, blkindex=1309 blkaddr=363556
[21220.398184] inode=7766, blkindex=1310 blkaddr=363557
[21220.398186] inode=7766, blkindex=1311 blkaddr=363558
[21220.398189] inode=7766, blkindex=1312 blkaddr=363559
[21220.398191] inode=7797, blkindex=1343 blkaddr=363560
[21220.398193] inode=7797, blkindex=1344 blkaddr=363561
[21220.398195] inode=7797, blkindex=1345 blkaddr=363562
[21220.398197] inode=7797, blkindex=1346 blkaddr=363563
[21220.398199] inode=7797, blkindex=1347 blkaddr=363564
[21220.398200] inode=7797, blkindex=1348 blkaddr=363565
[21220.398202] inode=7797, blkindex=1349 blkaddr=363566
[21220.398204] inode=7797, blkindex=1350 blkaddr=363567
[21220.398205] inode=7797, blkindex=1351 blkaddr=363568
[21220.398207] inode=7797, blkindex=1352 blkaddr=363569
[21220.398209] inode=7797, blkindex=1353 blkaddr=363570
[21220.398210] inode=7797, blkindex=1354 blkaddr=363571
[21220.398212] inode=7777, blkindex=1254 blkaddr=363572
[21220.398215] inode=7777, blkindex=1255 blkaddr=363573
[21220.398218] inode=7777, blkindex=1256 blkaddr=363574
[21220.398220] inode=7777, blkindex=1257 blkaddr=363575
[21220.398222] inode=7777, blkindex=1258 blkaddr=363576
[21220.398223] inode=7777, blkindex=1259 blkaddr=363577
[21220.398225] inode=7777, blkindex=1260 blkaddr=363578
[21220.398227] inode=7777, blkindex=1261 blkaddr=363579
[21220.398229] inode=7777, blkindex=1262 blkaddr=363580
[21220.398230] inode=7777, blkindex=1263 blkaddr=363581
[21220.398232] inode=7777, blkindex=1264 blkaddr=363582
[21220.398234] inode=7777, blkindex=1265 blkaddr=363583
[21220.398235] inode=7777, blkindex=1266 blkaddr=363584
[21220.398237] inode=7760, blkindex=1329 blkaddr=363585
[21220.398240] inode=7760, blkindex=1330 blkaddr=363586
[21220.398243] inode=7760, blkindex=1331 blkaddr=363587
[21220.398245] inode=7760, blkindex=1332 blkaddr=363588
[21220.398247] inode=7760, blkindex=1333 blkaddr=363589
[21220.398249] inode=7760, blkindex=1334 blkaddr=363590
[21220.398250] inode=7760, blkindex=1335 blkaddr=363591
[21220.398252] inode=7760, blkindex=1336 blkaddr=363592
[21220.398254] inode=7760, blkindex=1337 blkaddr=363593
[21220.398256] inode=7760, blkindex=1338 blkaddr=363594
[21220.398258] inode=7790, blkindex=1306 blkaddr=363595
[21220.398261] inode=7790, blkindex=1307 blkaddr=363596
[21220.398263] inode=7790, blkindex=1308 blkaddr=363597
[21220.398264] inode=7790, blkindex=1309 blkaddr=363598
[21220.398267] inode=7790, blkindex=1310 blkaddr=363599
[21220.398268] inode=7790, blkindex=1311 blkaddr=363600
[21220.398271] inode=7790, blkindex=1312 blkaddr=363601
[21220.398275] inode=7761, blkindex=1324 blkaddr=363602
[21220.398277] inode=7761, blkindex=1325 blkaddr=363603
[21220.398279] inode=7761, blkindex=1326 blkaddr=363604
[21220.398281] inode=7761, blkindex=1327 blkaddr=363605
[21220.398283] inode=7761, blkindex=1328 blkaddr=363606
[21220.398284] inode=7761, blkindex=1329 blkaddr=363607
[21220.398286] inode=7762, blkindex=1280 blkaddr=363608
[21220.398290] inode=7762, blkindex=1281 blkaddr=363609
[21220.398291] inode=7762, blkindex=1282 blkaddr=363610
[21220.398293] inode=7762, blkindex=1283 blkaddr=363611
[21220.398295] inode=7762, blkindex=1284 blkaddr=363612
[21220.398297] inode=7762, blkindex=1285 blkaddr=363613
[21220.398298] inode=7762, blkindex=1286 blkaddr=363614
[21220.398301] inode=7762, blkindex=1287 blkaddr=363615
[21220.398303] inode=7762, blkindex=1288 blkaddr=363616
[21220.398305] inode=7762, blkindex=1289 blkaddr=363617
[21220.398306] inode=7785, blkindex=1344 blkaddr=363618
[21220.398310] inode=7785, blkindex=1345 blkaddr=363619
[21220.398312] inode=7785, blkindex=1346 blkaddr=363620
[21220.398313] inode=7785, blkindex=1347 blkaddr=363621
[21220.398315] inode=7785, blkindex=1348 blkaddr=363622
[21220.398317] inode=7785, blkindex=1349 blkaddr=363623
[21220.398318] inode=7785, blkindex=1350 blkaddr=363624
[21220.398321] inode=7801, blkindex=1374 blkaddr=363642
[21220.398332] inode=7801, blkindex=1375 blkaddr=363643
[21220.398335] inode=7801, blkindex=1376 blkaddr=363644
[21220.398337] inode=7801, blkindex=1377 blkaddr=363645
[21220.398340] inode=7801, blkindex=1378 blkaddr=363646
[21220.398342] inode=7801, blkindex=1379 blkaddr=363647
[21220.398343] inode=7801, blkindex=1380 blkaddr=363648
[21220.398345] inode=7801, blkindex=1381 blkaddr=363649
[21220.398348] inode=7801, blkindex=1382 blkaddr=363650
[21220.398350] inode=7801, blkindex=1383 blkaddr=363651
[21220.398351] inode=7801, blkindex=1384 blkaddr=363652
[21220.398354] inode=7774, blkindex=1309 blkaddr=363653
[21220.398356] inode=7774, blkindex=1310 blkaddr=363654
[21220.398358] inode=7774, blkindex=1311 blkaddr=363655
[21220.398360] inode=7774, blkindex=1312 blkaddr=363656
[21220.398362] inode=7774, blkindex=1313 blkaddr=363657
[21220.398363] inode=7774, blkindex=1314 blkaddr=363658
[21220.398365] inode=7754, blkindex=1266 blkaddr=363659
[21220.398371] inode=7754, blkindex=1267 blkaddr=363660
[21220.398382] inode=7754, blkindex=1268 blkaddr=363661
[21220.398384] inode=7754, blkindex=1269 blkaddr=363662
[21220.398386] inode=7754, blkindex=1270 blkaddr=363663
[21220.398388] inode=7754, blkindex=1271 blkaddr=363664
[21220.398389] inode=7754, blkindex=1272 blkaddr=363665
[21220.398391] inode=7754, blkindex=1273 blkaddr=363666
[21220.398393] inode=7754, blkindex=1274 blkaddr=363667
[21220.398395] inode=7754, blkindex=1275 blkaddr=363668
[21220.398397] inode=7754, blkindex=1276 blkaddr=363669
[21220.398399] inode=7754, blkindex=1277 blkaddr=363670
[21220.398410] inode=7795, blkindex=1295 blkaddr=363671
[21220.398413] inode=7795, blkindex=1296 blkaddr=363672
[21220.398415] inode=7795, blkindex=1297 blkaddr=363673
[21220.398417] inode=7795, blkindex=1298 blkaddr=363674
[21220.398419] inode=7795, blkindex=1299 blkaddr=363675
[21220.398422] inode=7784, blkindex=1237 blkaddr=363676
[21220.398425] inode=7784, blkindex=1238 blkaddr=363677
[21220.398426] inode=7784, blkindex=1239 blkaddr=363678
[21220.398428] inode=7784, blkindex=1240 blkaddr=363679
[21220.398430] inode=7784, blkindex=1241 blkaddr=363680
[21220.398433] inode=7784, blkindex=1242 blkaddr=363681
[21220.398434] inode=7784, blkindex=1243 blkaddr=363682
[21220.398436] inode=7784, blkindex=1244 blkaddr=363683
[21220.398438] inode=7784, blkindex=1245 blkaddr=363684
[21220.398440] inode=7784, blkindex=1246 blkaddr=363685
[21220.398441] inode=7784, blkindex=1247 blkaddr=363686
[21220.398443] inode=7784, blkindex=1248 blkaddr=363687
[21220.398446] inode=7784, blkindex=1249 blkaddr=363688
[21220.398448] inode=7757, blkindex=1299 blkaddr=363689
[21220.398450] inode=7757, blkindex=1300 blkaddr=363690
[21220.398452] inode=7757, blkindex=1301 blkaddr=363691
[21220.398455] inode=7757, blkindex=1302 blkaddr=363692
[21220.398457] inode=7757, blkindex=1303 blkaddr=363693
[21220.398458] inode=7757, blkindex=1304 blkaddr=363694
[21220.398460] inode=7757, blkindex=1305 blkaddr=363695
[21220.398462] inode=7757, blkindex=1306 blkaddr=363696
[21220.398464] inode=7757, blkindex=1307 blkaddr=363697
[21220.398465] inode=7757, blkindex=1308 blkaddr=363698
[21220.398467] inode=7757, blkindex=1309 blkaddr=363699
[21220.398478] inode=7793, blkindex=1260 blkaddr=363700
[21220.398480] inode=7793, blkindex=1261 blkaddr=363701
[21220.398491] inode=7793, blkindex=1262 blkaddr=363702
[21220.398493] inode=7793, blkindex=1263 blkaddr=363703
[21220.398495] inode=7793, blkindex=1264 blkaddr=363704
[21220.398497] inode=7793, blkindex=1265 blkaddr=363705
[21220.398499] inode=7793, blkindex=1266 blkaddr=363706
[21220.398500] inode=7793, blkindex=1267 blkaddr=363707
[21220.398502] inode=7793, blkindex=1268 blkaddr=363708
[21220.398504] inode=7793, blkindex=1269 blkaddr=363709
[21220.398506] inode=7793, blkindex=1270 blkaddr=363710
[21220.398507] inode=7793, blkindex=1271 blkaddr=363711
[21220.398510] inode=7793, blkindex=1272 blkaddr=363712
[21220.398512] inode=7793, blkindex=1273 blkaddr=363713
[21220.398514] inode=7793, blkindex=1274 blkaddr=363714
[21220.398525] inode=7779, blkindex=1253 blkaddr=363715
[21220.398528] inode=7779, blkindex=1254 blkaddr=363716
[21220.398530] inode=7779, blkindex=1255 blkaddr=363717
[21220.398532] inode=7779, blkindex=1256 blkaddr=363718
[21220.398533] inode=7779, blkindex=1257 blkaddr=363719
[21220.398535] inode=7779, blkindex=1258 blkaddr=363720
[21220.398537] inode=7779, blkindex=1259 blkaddr=363721
[21220.398539] inode=7779, blkindex=1260 blkaddr=363722
[21220.398540] inode=7779, blkindex=1261 blkaddr=363723
[21220.398542] inode=7765, blkindex=1352 blkaddr=363724
[21220.398545] inode=7765, blkindex=1353 blkaddr=363725
[21220.398547] inode=7765, blkindex=1354 blkaddr=363726
[21220.398548] inode=7765, blkindex=1355 blkaddr=363727
[21220.398550] inode=7765, blkindex=1356 blkaddr=363728
[21220.398560] inode=7765, blkindex=1357 blkaddr=363729
[21220.398563] inode=7773, blkindex=1274 blkaddr=363730
[21220.398565] inode=7773, blkindex=1275 blkaddr=363731
[21220.398567] inode=7773, blkindex=1276 blkaddr=363732
[21220.398569] inode=7773, blkindex=1277 blkaddr=363733
[21220.398571] inode=7773, blkindex=1278 blkaddr=363734
[21220.398572] inode=7773, blkindex=1279 blkaddr=363735
[21220.398574] inode=7773, blkindex=1280 blkaddr=363736
[21220.398575] inode=7773, blkindex=1281 blkaddr=363737
[21220.398577] inode=7775, blkindex=1256 blkaddr=363738
[21220.398580] inode=7775, blkindex=1257 blkaddr=363739
[21220.398581] inode=7775, blkindex=1258 blkaddr=363740
[21220.398583] inode=7771, blkindex=1269 blkaddr=363741
[21220.398587] inode=7771, blkindex=1270 blkaddr=363742
[21220.398589] inode=7771, blkindex=1271 blkaddr=363743
[21220.398592] inode=7771, blkindex=1272 blkaddr=363744
[21220.398594] inode=7771, blkindex=1273 blkaddr=363745
[21220.398595] inode=7771, blkindex=1274 blkaddr=363746
[21220.398597] inode=7771, blkindex=1275 blkaddr=363747
[21220.398599] inode=7771, blkindex=1276 blkaddr=363748
[21220.398600] inode=7771, blkindex=1277 blkaddr=363749
[21220.398602] inode=7771, blkindex=1278 blkaddr=363750
[21220.398604] inode=7771, blkindex=1279 blkaddr=363751
[21220.398605] inode=7771, blkindex=1280 blkaddr=363752
[21220.398608] inode=7759, blkindex=1305 blkaddr=363753
[21220.398611] inode=7759, blkindex=1306 blkaddr=363754
[21220.398613] inode=7759, blkindex=1307 blkaddr=363755
[21220.398615] inode=7759, blkindex=1308 blkaddr=363756
[21220.398616] inode=7759, blkindex=1309 blkaddr=363757
[21220.398619] inode=7759, blkindex=1310 blkaddr=363758
[21220.398621] inode=7758, blkindex=1311 blkaddr=363759
[21220.398623] inode=7758, blkindex=1312 blkaddr=363760
[21220.398625] inode=7758, blkindex=1313 blkaddr=363761
[21220.398627] inode=7758, blkindex=1314 blkaddr=363762
[21220.398628] inode=7758, blkindex=1315 blkaddr=363763
[21220.398630] inode=7758, blkindex=1316 blkaddr=363764
[21220.398632] inode=7758, blkindex=1317 blkaddr=363765
[21220.398633] inode=7758, blkindex=1318 blkaddr=363766
[21220.398635] inode=7758, blkindex=1319 blkaddr=363767
[21220.398637] inode=7758, blkindex=1320 blkaddr=363768
[21220.398639] inode=7758, blkindex=1321 blkaddr=363769
[21220.398640] inode=7758, blkindex=1322 blkaddr=363770
[21220.398642] inode=7758, blkindex=1323 blkaddr=363771
[21220.398645] inode=7782, blkindex=1350 blkaddr=363772
[21220.398647] inode=7782, blkindex=1351 blkaddr=363773
[21220.398650] inode=7782, blkindex=1352 blkaddr=363774
[21220.398652] inode=7782, blkindex=1353 blkaddr=363775
[21220.398653] inode=7782, blkindex=1354 blkaddr=363776
[21220.398655] inode=7782, blkindex=1355 blkaddr=363777
[21220.398656] inode=7782, blkindex=1356 blkaddr=363778
[21220.398658] inode=7782, blkindex=1357 blkaddr=363779
[21220.398660] inode=7782, blkindex=1358 blkaddr=363780
[21220.398662] inode=7782, blkindex=1359 blkaddr=363781
[21220.398663] inode=7782, blkindex=1360 blkaddr=363782
[21220.398665] inode=7782, blkindex=1361 blkaddr=363783
[21220.398667] inode=7770, blkindex=1269 blkaddr=363784
[21220.398669] inode=7770, blkindex=1270 blkaddr=363785
[21220.398672] inode=7770, blkindex=1271 blkaddr=363786
[21220.398673] inode=7770, blkindex=1272 blkaddr=363787
[21220.398675] inode=7770, blkindex=1273 blkaddr=363788
[21220.398677] inode=7770, blkindex=1274 blkaddr=363789
[21220.398678] inode=7770, blkindex=1275 blkaddr=363790
[21220.398680] inode=7772, blkindex=1309 blkaddr=363791
[21220.398683] inode=7772, blkindex=1310 blkaddr=363792
[21220.398684] inode=7772, blkindex=1311 blkaddr=363793
[21220.398686] inode=7772, blkindex=1312 blkaddr=363794
[21220.398688] inode=7772, blkindex=1313 blkaddr=363795
[21220.398690] inode=7772, blkindex=1314 blkaddr=363796
[21220.398691] inode=7796, blkindex=1229 blkaddr=363797
[21220.398694] inode=7796, blkindex=1230 blkaddr=363798
[21220.398695] inode=7796, blkindex=1231 blkaddr=363799
[21220.398698] inode=7796, blkindex=1232 blkaddr=363800
[21220.398699] inode=7796, blkindex=1233 blkaddr=363801
[21220.398701] inode=7796, blkindex=1234 blkaddr=363802
[21220.398703] inode=7796, blkindex=1235 blkaddr=363803
[21220.398705] inode=7796, blkindex=1236 blkaddr=363804
[21220.398708] inode=7787, blkindex=1275 blkaddr=363826
[21220.398718] inode=7787, blkindex=1276 blkaddr=363827
[21220.398721] inode=7787, blkindex=1277 blkaddr=363828
[21220.398723] inode=7787, blkindex=1278 blkaddr=363829
[21220.398724] inode=7787, blkindex=1279 blkaddr=363830
[21220.398726] inode=7787, blkindex=1280 blkaddr=363831
[21220.398728] inode=7787, blkindex=1281 blkaddr=363832
[21220.398730] inode=7787, blkindex=1282 blkaddr=363833
[21220.398732] inode=7787, blkindex=1283 blkaddr=363834
[21220.398735] inode=7787, blkindex=1284 blkaddr=363835
[21220.398736] inode=7790, blkindex=7050 blkaddr=363836
[21220.398739] inode=7790, blkindex=7051 blkaddr=363837
[21220.398741] inode=7790, blkindex=7052 blkaddr=363838
[21220.398743] inode=7790, blkindex=7053 blkaddr=363839
[21220.398745] inode=7790, blkindex=7054 blkaddr=363840
[21220.398747] inode=7790, blkindex=7055 blkaddr=363841
[21220.398749] inode=7790, blkindex=7056 blkaddr=363842
[21220.398750] inode=7790, blkindex=7057 blkaddr=363843
[21220.398753] inode=7764, blkindex=7012 blkaddr=363854
[21220.398756] inode=7764, blkindex=7013 blkaddr=363855
[21220.398758] inode=7764, blkindex=7014 blkaddr=363856
[21220.398760] inode=7764, blkindex=7015 blkaddr=363857
[21220.398762] inode=7764, blkindex=7016 blkaddr=363858
[21220.398765] inode=7764, blkindex=7017 blkaddr=363859
[21220.398767] inode=7764, blkindex=7018 blkaddr=363860
[21220.398769] inode=7753, blkindex=6964 blkaddr=363861
[21220.398772] inode=7753, blkindex=6965 blkaddr=363862
[21220.398773] inode=7753, blkindex=6966 blkaddr=363863
[21220.398775] inode=7753, blkindex=6967 blkaddr=363864
[21220.398777] inode=7753, blkindex=6968 blkaddr=363865
[21220.398779] inode=7753, blkindex=6969 blkaddr=363866
[21220.398781] inode=7753, blkindex=6970 blkaddr=363867
[21220.398783] inode=7753, blkindex=6971 blkaddr=363868
[21220.398785] inode=7753, blkindex=6972 blkaddr=363869
[21220.398786] inode=7753, blkindex=6973 blkaddr=363870
[21220.398788] inode=7753, blkindex=6974 blkaddr=363871
[21220.398790] inode=7753, blkindex=6975 blkaddr=363872
[21220.398792] inode=7753, blkindex=6976 blkaddr=363873
[21220.398794] inode=7753, blkindex=6977 blkaddr=363874
[21220.398796] inode=7753, blkindex=6978 blkaddr=363875
[21220.398798] inode=7753, blkindex=6979 blkaddr=363876
[21220.398800] inode=7765, blkindex=6997 blkaddr=363877
[21220.398802] inode=7765, blkindex=6998 blkaddr=363878
[21220.398804] inode=7765, blkindex=6999 blkaddr=363879
[21220.398806] inode=7765, blkindex=7000 blkaddr=363880
[21220.398808] inode=7765, blkindex=7001 blkaddr=363881
[21220.398809] inode=7765, blkindex=7002 blkaddr=363882
[21220.398812] inode=7765, blkindex=7003 blkaddr=363883
[21220.398813] inode=7765, blkindex=7004 blkaddr=363884
[21220.398815] inode=7765, blkindex=7005 blkaddr=363885
[21220.398817] inode=7765, blkindex=7006 blkaddr=363886
[21220.398820] inode=7769, blkindex=6934 blkaddr=363887
[21220.398823] inode=7769, blkindex=6935 blkaddr=363888
[21220.398825] inode=7769, blkindex=6936 blkaddr=363889
[21220.398826] inode=7769, blkindex=6937 blkaddr=363890
[21220.398828] inode=7769, blkindex=6938 blkaddr=363891
[21220.398830] inode=7769, blkindex=6939 blkaddr=363892
[21220.398831] inode=7769, blkindex=6940 blkaddr=363893
[21220.398833] inode=7769, blkindex=6941 blkaddr=363894
[21220.398834] inode=7769, blkindex=6942 blkaddr=363895
[21220.398836] inode=7769, blkindex=6943 blkaddr=363896
[21220.398838] inode=7769, blkindex=6944 blkaddr=363897
[21220.398841] inode=7769, blkindex=6945 blkaddr=363898
[21220.398843] inode=7766, blkindex=6966 blkaddr=363899
[21220.398845] inode=7766, blkindex=6967 blkaddr=363900
[21220.398848] inode=7766, blkindex=6968 blkaddr=363901
[21220.398850] inode=7766, blkindex=6969 blkaddr=363902
[21220.398851] inode=7766, blkindex=6970 blkaddr=363903
[21220.398853] inode=7766, blkindex=6971 blkaddr=363904
[21220.398854] inode=7766, blkindex=6972 blkaddr=363905
[21220.398857] inode=7766, blkindex=6973 blkaddr=363906
[21220.398858] inode=7766, blkindex=6974 blkaddr=363907
[21220.398860] inode=7766, blkindex=6975 blkaddr=363908
[21220.398862] inode=7766, blkindex=6976 blkaddr=363909
[21220.398864] inode=7766, blkindex=6977 blkaddr=363910
[21220.398866] inode=7766, blkindex=6978 blkaddr=363911
[21220.398867] inode=7766, blkindex=6979 blkaddr=363912
[21220.398878] inode=7766, blkindex=6980 blkaddr=363913
[21220.398880] inode=7766, blkindex=6981 blkaddr=363914
[21220.398882] inode=7782, blkindex=6964 blkaddr=363915
[21220.398885] inode=7782, blkindex=6965 blkaddr=363916
[21220.398886] inode=7782, blkindex=6966 blkaddr=363917
[21220.398888] inode=7782, blkindex=6967 blkaddr=363918
[21220.398890] inode=7782, blkindex=6968 blkaddr=363919
[21220.398892] inode=7782, blkindex=6969 blkaddr=363920
[21220.398894] inode=7782, blkindex=6970 blkaddr=363921
[21220.398895] inode=7782, blkindex=6971 blkaddr=363922
[21220.398897] inode=7782, blkindex=6972 blkaddr=363923
[21220.398899] inode=7754, blkindex=6870 blkaddr=363924
[21220.398902] inode=7754, blkindex=6871 blkaddr=363925
[21220.398904] inode=7754, blkindex=6872 blkaddr=363926
[21220.398905] inode=7754, blkindex=6873 blkaddr=363927
[21220.398907] inode=7754, blkindex=6874 blkaddr=363928
[21220.398911] inode=7754, blkindex=6875 blkaddr=363929
[21220.398913] inode=7754, blkindex=6876 blkaddr=363930
[21220.398915] inode=7754, blkindex=6877 blkaddr=363931
[21220.398917] inode=7754, blkindex=6878 blkaddr=363932
[21220.398919] inode=7754, blkindex=6879 blkaddr=363933
[21220.398920] inode=7754, blkindex=6880 blkaddr=363934
[21220.398922] inode=7754, blkindex=6881 blkaddr=363935
[21220.398924] inode=7754, blkindex=6882 blkaddr=363936
[21220.398926] inode=7754, blkindex=6883 blkaddr=363937
[21220.398927] inode=7761, blkindex=6946 blkaddr=363938
[21220.398930] inode=7761, blkindex=6947 blkaddr=363939
[21220.398932] inode=7761, blkindex=6948 blkaddr=363940
[21220.398933] inode=7761, blkindex=6949 blkaddr=363941
[21220.398935] inode=7761, blkindex=6950 blkaddr=363942
[21220.398938] inode=7761, blkindex=6951 blkaddr=363943
[21220.398940] inode=7761, blkindex=6952 blkaddr=363944
[21220.398941] inode=7761, blkindex=6953 blkaddr=363945
[21220.398943] inode=7761, blkindex=6954 blkaddr=363946
[21220.398945] inode=7761, blkindex=6955 blkaddr=363947
[21220.398946] inode=7785, blkindex=6971 blkaddr=363948
[21220.398949] inode=7785, blkindex=6972 blkaddr=363949
[21220.398950] inode=7785, blkindex=6973 blkaddr=363950
[21220.398952] inode=7785, blkindex=6974 blkaddr=363951
[21220.398954] inode=7785, blkindex=6975 blkaddr=363952
[21220.398956] inode=7785, blkindex=6976 blkaddr=363953
[21220.398957] inode=7785, blkindex=6977 blkaddr=363954
[21220.398959] inode=7785, blkindex=6978 blkaddr=363955
[21220.398961] inode=7785, blkindex=6979 blkaddr=363956
[21220.398964] inode=7785, blkindex=6980 blkaddr=363957
[21220.398966] inode=7785, blkindex=6981 blkaddr=363958
[21220.398967] inode=7785, blkindex=6982 blkaddr=363959
[21220.398970] inode=7770, blkindex=6890 blkaddr=363974
[21220.398981] inode=7770, blkindex=6891 blkaddr=363975
[21220.398984] inode=7770, blkindex=6892 blkaddr=363976
[21220.398986] inode=7770, blkindex=6893 blkaddr=363977
[21220.398988] inode=7770, blkindex=6894 blkaddr=363978
[21220.398990] inode=7770, blkindex=6895 blkaddr=363979
[21220.398992] inode=7770, blkindex=6896 blkaddr=363980
[21220.398994] inode=7770, blkindex=6897 blkaddr=363981
[21220.398995] inode=7770, blkindex=6898 blkaddr=363982
[21220.398997] inode=7787, blkindex=7065 blkaddr=363983
[21220.399000] inode=7787, blkindex=7066 blkaddr=363984
[21220.399003] inode=7787, blkindex=7067 blkaddr=363985
[21220.399005] inode=7787, blkindex=7068 blkaddr=363986
[21220.399007] inode=7787, blkindex=7069 blkaddr=363987
[21220.399009] inode=7787, blkindex=7070 blkaddr=363988
[21220.399010] inode=7787, blkindex=7071 blkaddr=363989
[21220.399012] inode=7794, blkindex=6915 blkaddr=363990
[21220.399016] inode=7794, blkindex=6916 blkaddr=363991
[21220.399018] inode=7794, blkindex=6917 blkaddr=363992
[21220.399020] inode=7794, blkindex=6918 blkaddr=363993
[21220.399022] inode=7794, blkindex=6919 blkaddr=363994
[21220.399024] inode=7794, blkindex=6920 blkaddr=363995
[21220.399025] inode=7794, blkindex=6921 blkaddr=363996
[21220.399027] inode=7794, blkindex=6922 blkaddr=363997
[21220.399029] inode=7794, blkindex=6923 blkaddr=363998
[21220.399032] inode=7794, blkindex=6924 blkaddr=363999
[21220.399034] inode=7794, blkindex=6925 blkaddr=364000
[21220.399035] inode=7794, blkindex=6926 blkaddr=364001
[21220.399038] inode=7794, blkindex=6927 blkaddr=364002
[21220.399040] inode=7794, blkindex=6928 blkaddr=364003
[21220.399042] inode=7794, blkindex=6929 blkaddr=364004
[21220.399045] inode=7794, blkindex=6930 blkaddr=364005
[21220.399046] inode=7799, blkindex=6827 blkaddr=364006
[21220.399049] inode=7799, blkindex=6828 blkaddr=364007
[21220.399051] inode=7799, blkindex=6829 blkaddr=364008
[21220.399052] inode=7799, blkindex=6830 blkaddr=364009
[21220.399054] inode=7799, blkindex=6831 blkaddr=364010
[21220.399056] inode=7799, blkindex=6832 blkaddr=364011
[21220.399057] inode=7799, blkindex=6833 blkaddr=364012
[21220.399060] inode=7799, blkindex=6834 blkaddr=364013
[21220.399062] inode=7758, blkindex=6943 blkaddr=364014
[21220.399064] inode=7758, blkindex=6944 blkaddr=364015
[21220.399066] inode=7758, blkindex=6945 blkaddr=364016
[21220.399068] inode=7758, blkindex=6946 blkaddr=364017
[21220.399070] inode=7758, blkindex=6947 blkaddr=364018
[21220.399072] inode=7758, blkindex=6948 blkaddr=364019
[21220.399074] inode=7758, blkindex=6949 blkaddr=364020
[21220.399076] inode=7758, blkindex=6950 blkaddr=364021
[21220.399077] inode=7758, blkindex=6951 blkaddr=364022
[21220.399079] inode=7759, blkindex=6866 blkaddr=364023
[21220.399081] inode=7759, blkindex=6867 blkaddr=364024
[21220.399083] inode=7759, blkindex=6868 blkaddr=364025
[21220.399085] inode=7759, blkindex=6869 blkaddr=364026
[21220.399088] inode=7759, blkindex=6870 blkaddr=364027
[21220.399089] inode=7759, blkindex=6871 blkaddr=364028
[21220.399091] inode=7759, blkindex=6872 blkaddr=364029
[21220.399093] inode=7759, blkindex=6873 blkaddr=364030
[21220.399094] inode=7759, blkindex=6874 blkaddr=364031
[21220.399096] after ranking
[21220.399097] inode=7768, blkindex=1344 blkaddr=363520
[21220.417264] inode=7768, blkindex=1345 blkaddr=363521
[21220.417266] inode=7768, blkindex=1346 blkaddr=363522
[21220.417267] inode=7768, blkindex=1347 blkaddr=363523
[21220.417268] inode=7768, blkindex=1348 blkaddr=363524
[21220.417269] inode=7768, blkindex=1349 blkaddr=363525
[21220.417270] inode=7768, blkindex=1350 blkaddr=363526
[21220.417271] inode=7768, blkindex=1351 blkaddr=363527
[21220.417272] inode=7768, blkindex=1352 blkaddr=363528
[21220.417273] inode=7768, blkindex=1353 blkaddr=363529
[21220.417274] inode=7768, blkindex=1354 blkaddr=363530
[21220.417275] inode=7768, blkindex=1355 blkaddr=363531
[21220.417276] inode=7768, blkindex=1356 blkaddr=363532
[21220.417277] inode=7768, blkindex=1357 blkaddr=363533
[21220.417278] inode=7768, blkindex=1358 blkaddr=363534
[21220.417279] inode=7799, blkindex=1288 blkaddr=363535
[21220.417281] inode=7799, blkindex=1289 blkaddr=363536
[21220.417282] inode=7799, blkindex=1290 blkaddr=363537
[21220.417283] inode=7799, blkindex=1291 blkaddr=363538
[21220.417284] inode=7799, blkindex=1292 blkaddr=363539
[21220.417286] inode=7799, blkindex=1293 blkaddr=363540
[21220.417287] inode=7799, blkindex=1294 blkaddr=363541
[21220.417288] inode=7799, blkindex=1295 blkaddr=363542
[21220.417289] inode=7799, blkindex=1296 blkaddr=363543
[21220.417290] inode=7799, blkindex=1297 blkaddr=363544
[21220.417291] inode=7799, blkindex=1298 blkaddr=363545
[21220.417292] inode=7799, blkindex=6827 blkaddr=364006
[21220.446657] inode=7799, blkindex=6828 blkaddr=364007
[21220.446659] inode=7799, blkindex=6829 blkaddr=364008
[21220.446660] inode=7799, blkindex=6830 blkaddr=364009
[21220.446662] inode=7799, blkindex=6831 blkaddr=364010
[21220.446663] inode=7799, blkindex=6832 blkaddr=364011
[21220.446664] inode=7799, blkindex=6833 blkaddr=364012
[21220.446665] inode=7799, blkindex=6834 blkaddr=364013
[21220.446666] inode=7766, blkindex=1299 blkaddr=363546
[21220.446668] inode=7766, blkindex=1300 blkaddr=363547
[21220.446669] inode=7766, blkindex=1301 blkaddr=363548
[21220.446670] inode=7766, blkindex=1302 blkaddr=363549
[21220.446670] inode=7766, blkindex=1303 blkaddr=363550
[21220.446671] inode=7766, blkindex=1304 blkaddr=363551
[21220.446672] inode=7766, blkindex=1305 blkaddr=363552
[21220.446673] inode=7766, blkindex=1306 blkaddr=363553
[21220.446674] inode=7766, blkindex=1307 blkaddr=363554
[21220.446675] inode=7766, blkindex=1308 blkaddr=363555
[21220.446676] inode=7766, blkindex=1309 blkaddr=363556
[21220.446677] inode=7766, blkindex=1310 blkaddr=363557
[21220.446679] inode=7766, blkindex=1311 blkaddr=363558
[21220.446680] inode=7766, blkindex=1312 blkaddr=363559
